S&P 500 High Tracker Snapshot
Data Date: 2025-12-26
Generated: 2026-01-31 08:58:40 UTC
Total stocks: 503
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |
| GEN      | Gen Digital Inc.                |   25.41 |      32.22 |            -21.14 |           31.94 |       -20.45 | False         | False    |
| UPS      | United Parcel Service, Inc.     |  107.98 |     136.99 |            -21.18 |          194.22 |       -44.40 | False         | False    |
| GRMN     | Garmin Ltd.                     |  206.17 |     261.69 |            -21.22 |          260.57 |       -20.88 | False         | False    |
| SW       | Smurfit WestRock plc            |   43.80 |      55.82 |            -21.53 |           55.46 |       -21.03 | False         | False    |
| MAA      | Mid-America Apartment Communiti |  135.79 |     173.38 |            -21.68 |          197.60 |       -31.28 | False         | False    |
| ADP      | Automatic Data Processing, Inc. |  257.87 |     329.93 |            -21.84 |          324.50 |       -20.53 | False         | False    |
| DXCM     | DexCom, Inc.                    |   72.86 |      93.25 |            -21.87 |          164.86 |       -55.81 | False         | False    |
| RCL      | Royal Caribbean Cruises Ltd.    |  286.11 |     366.50 |            -21.93 |          364.14 |       -21.43 | False         | False    |
| APO      | Apollo Global Management, Inc.  |  136.31 |     174.91 |            -22.07 |          186.86 |       -27.05 | False         | False    |
| ARES     | Ares Management Corporation     |  155.89 |     200.49 |            -22.24 |          195.10 |       -20.10 | False         | False    |
| AVB      | AvalonBay Communities, Inc.     |  178.77 |     230.21 |            -22.34 |          229.18 |       -22.00 | False         | False    |
| LEN      | Lennar Corporation              |  111.84 |     144.24 |            -22.46 |          183.95 |       -39.20 | False         | False    |
| AVGO     | Broadcom Inc.                   |  320.05 |     414.61 |            -22.81 |          413.82 |       -22.66 | False         | False    |
| SNPS     | Synopsys, Inc.                  |  501.39 |     651.73 |            -23.07 |          651.73 |       -23.07 | False         | False    |
| KDP      | Keurig Dr Pepper Inc.           |   27.76 |      36.12 |            -23.15 |           37.59 |       -26.15 | False         | False    |
| HRL      | Hormel Foods Corporation        |   24.60 |      32.07 |            -23.29 |           48.46 |       -49.24 | False         | False    |
| APD      | Air Products and Chemicals, Inc |  261.35 |     341.14 |            -23.39 |          332.28 |       -21.35 | False         | False    |
| PODD     | Insulet Corporation             |  271.60 |     354.88 |            -23.47 |          354.88 |       -23.47 | False         | False    |
| SBAC     | SBA Communications Corporation  |  187.16 |     245.16 |            -23.66 |          367.46 |       -49.07 | False         | False    |
| BR       | Broadridge Financial Solutions, |  207.54 |     271.91 |            -23.67 |          269.71 |       -23.05 | False         | False    |
| TAP      | Molson Coors Beverage Company   |   49.35 |      64.66 |            -23.68 |           88.81 |       -44.43 | False         | False    |
| AMT      | American Tower Corporation (REI |  178.75 |     234.33 |            -23.72 |          264.88 |       -32.52 | False         | False    |
| NTAP     | NetApp, Inc.                    |   97.42 |     127.78 |            -23.76 |          132.11 |       -26.26 | False         | False    |
| ABT      | Abbott Laboratories             |  107.42 |     141.23 |            -23.94 |          138.63 |       -22.51 | False         | False    |
| INVH     | Invitation Homes Inc.           |   27.19 |      35.80 |            -24.05 |           40.02 |       -32.07 | False         | False    |
| ZBH      | Zimmer Biomet Holdings, Inc.    |   86.60 |     114.44 |            -24.33 |          168.35 |       -48.56 | False         | False    |
| QCOM     | QUALCOMM Incorporated           |  155.82 |     205.95 |            -24.34 |          223.25 |       -30.20 | False         | False    |
| MOS      | Mosaic Company (The)            |   28.79 |      38.23 |            -24.69 |          119.76 |       -75.96 | False         | False    |
| OKE      | ONEOK, Inc.                     |   78.00 |     103.64 |            -24.74 |          112.17 |       -30.46 | False         | False    |
| FFIV     | F5, Inc.                        |  259.26 |     346.00 |            -25.07 |          346.00 |       -25.07 | False         | False    |
| CCI      | Crown Castle Inc.               |   86.60 |     115.76 |            -25.19 |          171.50 |       -49.50 | False         | False    |
| EFX      | Equifax, Inc.                   |  209.74 |     281.07 |            -25.38 |          306.72 |       -31.62 | False         | False    |
| TGT      | Target Corporation              |  108.10 |     145.08 |            -25.49 |          236.52 |       -54.30 | False         | False    |
| LII      | Lennox International, Inc.      |  509.76 |     689.44 |            -26.06 |          685.91 |       -25.68 | False         | False    |
| MRSH     | Marsh                           |  183.16 |     248.00 |            -26.15 |          245.83 |       -25.49 | False         | False    |
| PTC      | PTC Inc.                        |  162.14 |     219.69 |            -26.20 |          219.69 |       -26.20 | False         | False    |
| BBY      | Best Buy Co., Inc.              |   67.05 |      91.68 |            -26.87 |          116.84 |       -42.62 | False         | False    |
| VST      | Vistra Corp.                    |  160.12 |     219.82 |            -27.16 |          219.51 |       -27.06 | False         | False    |
| DASH     | DoorDash, Inc.                  |  207.23 |     285.50 |            -27.42 |          285.50 |       -27.42 | False         | False    |
| AJG      | Arthur J. Gallagher & Co.       |  253.21 |     351.23 |            -27.91 |          348.85 |       -27.42 | False         | False    |
| FIS      | Fidelity National Information S |   60.50 |      83.97 |            -27.95 |          140.20 |       -56.85 | False         | False    |
| ALGN     | Align Technology, Inc.          |  168.73 |     234.19 |            -27.95 |          737.45 |       -77.12 | False         | False    |
| IP       | International Paper Company     |   43.04 |      60.14 |            -28.43 |           57.99 |       -25.79 | False         | False    |
| NCLH     | Norwegian Cruise Line Holdings  |   20.93 |      29.29 |            -28.54 |           64.27 |       -67.43 | False         | False    |
| KKR      | KKR & Co. Inc.                  |  121.25 |     170.40 |            -28.84 |          169.44 |       -28.44 | False         | False    |
| TPL      | Texas Pacific Land Corporation  |  346.94 |     487.59 |            -28.85 |          585.53 |       -40.75 | False         | False    |
| FTNT     | Fortinet, Inc.                  |   81.64 |     114.82 |            -28.90 |          114.82 |       -28.90 | False         | False    |
| BF-B     | Brown Forman Inc                |   27.57 |      38.85 |            -29.03 |           75.38 |       -63.42 | False         | False    |
| XYZ      | Block, Inc.                     |   66.83 |      94.25 |            -29.09 |          289.23 |       -76.89 | False         | False    |
| POOL     | Pool Corporation                |  265.02 |     374.74 |            -29.28 |          552.98 |       -52.07 | False         | False    |
| KVUE     | Kenvue Inc.                     |   17.80 |      25.17 |            -29.28 |           25.18 |       -29.32 | False         | False    |
| CARR     | Carrier Global Corporation      |   57.30 |      81.09 |            -29.34 |           81.65 |       -29.82 | False         | False    |
| ACN      | Accenture plc                   |  281.07 |     398.35 |            -29.44 |          394.41 |       -28.74 | False         | False    |
| MKC      | McCormick & Company, Incorporat |   60.79 |      86.24 |            -29.51 |           98.35 |       -38.19 | False         | False    |
| APP      | Applovin Corporation            |  524.41 |     745.61 |            -29.67 |          745.61 |       -29.67 | False         | False    |
| PGR      | Progressive Corporation (The)   |  206.03 |     292.99 |            -29.68 |          275.18 |       -25.13 | False         | False    |
| CEG      | Constellation Energy Corporatio |  289.06 |     412.70 |            -29.96 |          412.23 |       -29.88 | False         | False    |
| ZTS      | Zoetis Inc.                     |  124.05 |     177.40 |            -30.07 |          238.61 |       -48.01 | False         | False    |
| BLDR     | Builders FirstSource, Inc.      |  122.36 |     175.12 |            -30.13 |          214.70 |       -43.01 | False         | False    |
| FICO     | Fair Isaac Corporation          | 1544.69 |    2217.60 |            -30.34 |         2402.52 |       -35.71 | False         | False    |
| KHC      | The Kraft Heinz Company         |   23.20 |      33.35 |            -30.43 |           64.84 |       -64.22 | False         | False    |
| HOOD     | Robinhood Markets, Inc.         |  106.99 |     153.86 |            -30.46 |          153.86 |       -30.46 | False         | False    |
| INTU     | Intuit Inc.                     |  563.97 |     813.70 |            -30.69 |          810.72 |       -30.44 | False         | False    |
| AXON     | Axon Enterprise, Inc.           |  613.14 |     885.92 |            -30.79 |          885.92 |       -30.79 | False         | False    |
| CLX      | Clorox Company (The)            |  113.48 |     164.22 |            -30.90 |          203.78 |       -44.31 | False         | False    |
| CNC      | Centene Corporation             |   46.09 |      66.81 |            -31.01 |           98.53 |       -53.22 | False         | False    |
| DELL     | Dell Technologies Inc.          |  115.43 |     168.08 |            -31.32 |          174.49 |       -33.85 | False         | False    |
| CMG      | Chipotle Mexican Grill, Inc.    |   40.87 |      59.57 |            -31.39 |           69.26 |       -40.99 | False         | False    |
| ROP      | Roper Technologies, Inc.        |  407.61 |     595.17 |            -31.51 |          591.26 |       -31.06 | False         | False    |
| KMB      | Kimberly-Clark Corporation      |  102.23 |     150.45 |            -32.05 |          145.82 |       -29.89 | False         | False    |
| WST      | West Pharmaceutical Services, I |  236.66 |     348.90 |            -32.17 |          470.24 |       -49.67 | False         | False    |
| VRSK     | Verisk Analytics, Inc.          |  218.04 |     322.92 |            -32.48 |          321.24 |       -32.12 | False         | False    |
| CSGP     | CoStar Group, Inc.              |   65.60 |      97.43 |            -32.67 |          101.05 |       -35.08 | False         | False    |
| TMUS     | T-Mobile US, Inc.               |  186.03 |     276.49 |            -32.72 |          273.15 |       -31.90 | False         | False    |
| DOW      | Dow Inc.                        |   28.25 |      42.17 |            -33.02 |           57.91 |       -51.21 | False         | False    |
| WDAY     | Workday, Inc.                   |  189.26 |     283.68 |            -33.28 |          311.28 |       -39.20 | False         | False    |
| GIS      | General Mills, Inc.             |   44.56 |      67.35 |            -33.84 |           81.29 |       -45.19 | False         | False    |
| PAYX     | Paychex, Inc.                   |  106.63 |     161.24 |            -33.87 |          158.49 |       -32.72 | False         | False    |
| GPN      | Global Payments Inc.            |   75.21 |     114.17 |            -34.12 |          211.60 |       -64.46 | False         | False    |
| TYL      | Tyler Technologies, Inc.        |  434.76 |     661.31 |            -34.26 |          661.31 |       -34.26 | False         | False    |
| LW       | Lamb Weston Holdings, Inc.      |   43.72 |      67.07 |            -34.81 |          111.65 |       -60.84 | False         | False    |
| CPRT     | Copart, Inc.                    |   41.40 |      63.85 |            -35.16 |           64.38 |       -35.69 | False         | False    |
| ADBE     | Adobe Inc.                      |  301.07 |     465.70 |            -35.35 |          699.54 |       -56.96 | False         | False    |
| DDOG     | Datadog, Inc.                   |  130.13 |     201.69 |            -35.48 |          201.69 |       -35.48 | False         | False    |
| LYB      | LyondellBasell Industries NV    |   50.99 |      79.39 |            -35.77 |           93.28 |       -45.33 | False         | False    |
| NFLX     | Netflix, Inc.                   |   86.12 |     134.12 |            -35.79 |          134.12 |       -35.79 | False         | False    |
| SWKS     | Skyworks Solutions, Inc.        |   58.96 |      93.33 |            -36.83 |          179.75 |       -67.20 | False         | False    |
| BRO      | Brown & Brown, Inc.             |   79.18 |     125.68 |            -37.00 |          125.05 |       -36.68 | False         | False    |
| PYPL     | PayPal Holdings, Inc.           |   56.62 |      90.93 |            -37.73 |          309.44 |       -81.70 | False         | False    |
| CRM      | Salesforce, Inc.                |  228.05 |     367.09 |            -37.88 |          366.19 |       -37.72 | False         | False    |
| CAG      | ConAgra Brands, Inc.            |   17.50 |      28.52 |            -38.64 |           35.38 |       -50.54 | False         | False    |
| CPB      | The Campbell's Company          |   26.79 |      43.85 |            -38.91 |           51.14 |       -47.61 | False         | False    |
| ERIE     | Erie Indemnity Company          |  275.85 |     456.93 |            -39.63 |          534.74 |       -48.41 | False         | False    |
| DVA      | DaVita Inc.                     |  108.12 |     179.60 |            -39.80 |          179.60 |       -39.80 | False         | False    |
| FDS      | FactSet Research Systems Inc.   |  286.68 |     477.92 |            -40.02 |          493.07 |       -41.86 | False         | False    |
| ZBRA     | Zebra Technologies Corporation  |  240.54 |     408.11 |            -41.06 |          615.00 |       -60.89 | False         | False    |
| UNH      | UnitedHealth Group Incorporated |  356.26 |     606.36 |            -41.25 |          613.22 |       -41.90 | False         | False    |
| PAYC     | Paycom Software, Inc.           |  152.29 |     267.76 |            -43.12 |          547.87 |       -72.20 | False         | False    |
| ARE      | Alexandria Real Estate Equities |   59.69 |     105.14 |            -43.23 |          187.41 |       -68.15 | False         | False    |
| CDW      | CDW Corporation                 |  126.00 |     222.92 |            -43.48 |          257.18 |       -51.01 | False         | False    |
| PSKY     | Paramount Skydance Corporation  |   11.70 |      20.86 |            -43.91 |           90.92 |       -87.13 | False         | False    |
| MOH      | Molina Healthcare Inc           |  201.89 |     359.97 |            -43.91 |          423.92 |       -52.38 | False         | False    |
| NOW      | ServiceNow, Inc.                |  133.11 |     239.62 |            -44.45 |          239.62 |       -44.45 | False         | False    |
| HPQ      | HP Inc.                         |   19.43 |      35.28 |            -44.93 |           37.80 |       -48.59 | False         | False    |
| BAX      | Baxter International Inc.       |   19.84 |      37.74 |            -47.43 |           84.80 |       -76.60 | False         | False    |
| ORCL     | Oracle Corporation              |  177.16 |     345.72 |            -48.76 |          344.21 |       -48.53 | False         | False    |
| COIN     | Coinbase Global, Inc. - 3       |  216.95 |     444.65 |            -51.21 |          444.65 |       -51.21 | False         | False    |
| GDDY     | GoDaddy Inc.                    |  103.70 |     216.00 |            -51.99 |          216.00 |       -51.99 | False         | False    |
| SMCI     | Super Micro Computer, Inc.      |   31.70 |      66.44 |            -52.29 |          122.90 |       -74.21 | False         | False    |
| LULU     | lululemon athletica inc.        |  191.07 |     423.32 |            -54.86 |          516.39 |       -63.00 | False         | False    |
| DECK     | Deckers Outdoor Corporation     |   99.98 |     223.98 |            -55.36 |          223.98 |       -55.36 | False         | False    |
| CHTR     | Charter Communications, Inc.    |  191.69 |     437.06 |            -56.14 |          825.62 |       -76.78 | False         | False    |
| IT       | Gartner, Inc.                   |  231.76 |     584.01 |            -60.32 |          584.01 |       -60.32 | False         | False    |
| TTD      | The Trade Desk, Inc.            |   36.55 |     125.80 |            -70.95 |          141.53 |       -74.18 | False         | False    |
| FISV     | Fiserv, Inc.                    |   67.56 |     238.59 |            -71.68 |          238.59 |       -71.68 | False         | False    |

